"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","genus","taxonRank","scientificName","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","occurrenceID","clade","CHELSA_BIOL_01","CHELSA_BIOL_02","CHELSA_BIOL_03","CHELSA_BIOL_04","CHELSA_BIOL_05","CHELSA_BIOL_06","CHELSA_BIOL_07","CHELSA_BIOL_08","CHELSA_BIOL_09","CHELSA_BIOL_10","CHELSA_BIOL_11","CHELSA_BIOL_12","CHELSA_BIOL_13","CHELSA_BIOL_14","CHELSA_BIOL_15","CHELSA_BIOL_16","CHELSA_BIOL_17","CHELSA_BIOL_18","CHELSA_BIOL_19","MAT","BasisOfRecord"
"Portulaca L.",147.95,-25.38,"AUS","NA","2435121976","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1981,"PRESERVED_SPECIMEN","NSW","NSW","NA","Portulaca",194.485977,99,410.514008,4952.178223,303.485992,62.959751,240,250.485977,164.485977,254.002808,117.485977,701.254822,117.150597,21.516825,56,333.365692,71.033646,329.408752,88.557076,19.4485977,NA
"Portulaca kermesina",27.375,-25.375,"ZAF","NA","462186113","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1972,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",195.483231,125,497,4370.41748,296.483246,44.249687,252.233551,241.24968,121.483231,241.24968,121.483231,669.818787,130.817383,3,79.732986,377.918121,12,377.918121,12,19.5483231,NA
"Portulaca kermesina",27.875,-25.375,"ZAF","NA","462186260","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1993,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",195.516693,126,500,4280.516602,296.516693,45.516697,251,240.516693,123.516701,240.516693,123.516701,574.06427,109.349518,3,79.483299,318.315552,11,259.682892,11,19.5516693,NA
"Portulaca L.",28.125,-25.375,"ZAF","NA","462186552","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1991,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",193,125,501,4217.233398,293.516693,43.516697,250,237,121.516701,237.516693,121.516701,669.034119,125.71685,3,80,367.150543,11,299.150543,11,19.3,NA
"Portulaca quadrifida",28.125,-25.375,"ZAF","NA","462186487","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1985,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",193,125,501,4217.233398,293.516693,43.516697,250,237,121.516701,237.516693,121.516701,669.034119,125.71685,3,80,367.150543,11,299.150543,11,19.3,NA
"Portulaca quadrifida",29.125,-25.375,"ZAF","NA","462186471","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1981,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",178.05072,121,508,3873.999756,275.05072,36.300476,239,212.05072,111.783707,219.783707,111.783707,801.365356,141.516769,4,80,419.283295,14,355.382416,14,17.805072,NA
"Portulaca quadrifida",31.875,-25.375,"ZAF","NA","462186486","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1987,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",222.732986,98,524,2948.449707,300.733002,114.249756,186.483231,257,174.249756,257,174.249756,558.185059,102.300339,8,71.516701,291.93454,25,291.93454,25,22.2732986,NA
"Portulaca filifolia",131.901667,-25.332778,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","NULL",2010,"PreservedSpecimen","DNA","NT","DNA:NT:NT D0196352","Portulaca",222,116,392.117981,6477.715332,357,61,296,303,154.161423,303,123,239.716812,31,9,39.283184,93,29.716816,93,38,22.2,NA
"Portulaca intraterranea",136.084587,-25.331882,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","900",1955,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA A0019985","Portulaca",241,114,381.538971,6605.975098,378.461029,79,300,320.667267,203,325,141,184,30,5,45,85,19,69,30,24.1,NA
"Portulaca bicolor",150.604157,-25.312544,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",2002,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0559560","Portulaca",203,92,433,4222.853027,300,86.988548,213.973007,254,175.015533,254,138,607.136475,84.011452,27.011454,40.988544,244.057266,82.034363,244.057266,94.041374,20.3,NA
"Portulaca filifolia",150.487479,-25.327305,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","100",2001,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0552690","Portulaca",201.74913,94,433.236633,4275.73584,299.749146,83,216,253.74913,173.74913,253.74913,135.74913,709.736572,98.544464,31.26169,43.003418,289.626556,94.537628,289.626556,102.752594,20.174913,NA
"Portulaca intraterranea",135.4156,-25.2969,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","100",2003,"PreservedSpecimen","DNA","NT","DNA:NT:NT A0104654","Portulaca",239,115,384,6594.944824,376.611176,77,300,319,201.611176,323,139,180.123184,28.456844,6,42.111301,79.913689,21,65.931976,30,23.9,NA
"Portulaca filifolia",150.73608,-25.27675,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","100",2006,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0768827","Portulaca",198.693268,91,434.306732,4124.81543,293.846863,84.693268,209.106491,248.693268,171.43364,248.693268,135.43364,761.649475,103.766136,32.153133,41.306732,308.684937,98.199783,308.684937,114.046654,19.8693268,NA
"Portulaca kermesina",29.375,-25.125,"ZAF","NA","462186189","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1978,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",198.766525,120,509,3817.98291,293.76651,58.249756,236,236.914688,133.249756,239.516769,133.249756,632.984314,112.033394,3,79.516769,329.533752,11.483232,291.916595,11.483232,19.8766525,NA
"Portulaca quadrifida",29.375,-25.125,"ZAF","NA","462186457","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1978,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",198.766525,120,509,3817.98291,293.76651,58.249756,236,236.914688,133.249756,239.516769,133.249756,632.984314,112.033394,3,79.516769,329.533752,11.483232,291.916595,11.483232,19.8766525,NA
"Portulaca kermesina",29.375,-25.375,"ZAF","NA","462186114","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1966,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",197.983932,120,509,3825.633789,292.983917,56.983932,236,231.500626,131.983932,237.983932,131.983932,549.289612,98.01474,3,80,287.794617,10.516698,247.245285,10.516698,19.7983932,NA
"Portulaca quadrifida",29.375,-25.375,"ZAF","NA","462186386","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1967,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",197.983932,120,509,3825.633789,292.983917,56.983932,236,231.500626,131.983932,237.983932,131.983932,549.289612,98.01474,3,80,287.794617,10.516698,247.245285,10.516698,19.7983932,NA
"Portulaca wightiana",28.66,-25.173611,"ZAF","NA","2005445213","Portulacaceae","Portulaca","SPECIES","Portulaca collina Dinter","NULL",2014,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",200.089676,123,502,4076.49707,299,54,245,242.089676,131,243.089676,131,580.164856,105.483665,2.683378,80.579498,309.940826,9.366755,262.630371,9.366755,20.0089676,NA
"Portulaca intraterranea",138.689536,-25.169987,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","100",2008,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0871269","Portulaca",245,113,378.969116,6517.48291,381,83.261139,297,300.261139,248,327,146,165.714233,28.738861,4,60.96912,83.477722,12,54,38.236515,24.5,NA
"Portulaca kermesina",27.875,-25.125,"ZAF","NA","462186191","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1978,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",198,125,500,4269.783691,297.516754,47.516766,250,242.516769,136.147903,242.516769,125.516769,596.015564,115.333099,3,81,334.54953,11,285.599152,11.483233,19.8,NA
"Portulaca L.",-61.322778,-25.150278,"ARG","NA","2248046150","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",2006,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",229,88.895294,422.483337,4091.283203,325,115.483337,209.516663,280,166,280,166,856.718933,133.516663,13.516663,64,382.549988,42.033325,382.549988,42.033325,22.9,NA
"Portulaca cryptopetala",-61.322778,-25.150278,"ARG","NA","2248045889","Portulacaceae","Portulaca","SPECIES","Portulaca cryptopetala Speg.","NULL",2006,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",229,88.895294,422.483337,4091.283203,325,115.483337,209.516663,280,166,280,166,856.718933,133.516663,13.516663,64,382.549988,42.033325,382.549988,42.033325,22.9,NA
"Portulaca L.",149.759433,-25.027862,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca","100",2006,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0726677","Portulaca",208.121658,97,429.536438,4473.277344,309.524384,84.234039,225,261.585205,179.524384,261.585205,138.524384,801.302124,120.704887,30.36323,50.51963,353.637085,93.600044,353.637085,113.22364,20.8121658,NA
"Portulaca bicolor",149.773472,-25.26925,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",2015,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0950548","Portulaca",212.264557,98,425,4599.495605,315.264557,86.264557,229.264557,267.333496,183,267.333496,140.471252,627.803894,86.528748,25,42,258.792938,80,258.792938,102.470886,21.2264557,NA
"Portulaca kermesina",20.375,-25.125,"ZAF","NA","462186258","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2003,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",215,128,443,5447.983887,343.750244,54,289,273,147,279,129,245.084244,51.766449,1,92.483238,153.799911,3,120.534019,4.516763,21.5,NA
"Portulaca kermesina",26.375,-25.125,"ZAF","NA","462186121","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1970,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",201.516693,123,482.249756,4530.448242,303.999939,49.750244,254,248.750244,147.24968,248.750244,125.249687,577.498413,107.499641,3,78,310.498932,11,310.498932,12.249754,20.1516693,NA
"Portulaca quadrifida",27.125,-25.125,"ZAF","NA","462186467","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1978,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",194.516693,125,494.483246,4393.499512,295.266998,43.267014,252,240.267014,120.516701,240.267014,120.516701,693.61615,134.283218,3,80,390.332886,12,390.332886,12,19.4516693,NA
"Portulaca quadrifida",28.875,-25.125,"ZAF","NA","462186473","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1981,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",202.750244,122,503,4010.700439,300,57.750244,243,244,134,245,134,541.315918,94.683456,2,80.233551,283.783356,8,241.583267,8,20.2750244,NA
"Portulaca kermesina",28.875,-25.125,"ZAF","NA","462186210","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1986,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",202.750244,122,503,4010.700439,300,57.750244,243,244,134,245,134,541.315918,94.683456,2,80.233551,283.783356,8,241.583267,8,20.2750244,NA
"Portulaca kermesina",31.436111,-25.051111,"ZAF","NA","2005477358","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2013,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",213.325912,103.14991,528,3081.577393,294.325897,98.325905,196,247.907562,161.907562,248.325912,161.907562,649.186157,113.807251,9,73.057472,333.421753,27,327.421753,27,21.3325912,NA
"Portulaca kermesina",31.375,-25.125,"ZAF","NA","462186182","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1952,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",206.033463,104,528.732971,3094.249756,288.033478,91.033463,197,241.516769,155.033463,241.516769,155.033463,812.43219,146.449692,9.483232,76,427.349091,29.483232,427.349091,29.483232,20.6033463,NA
"Portulaca quadrifida",31.375,-25.125,"ZAF","NA","462186399","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1952,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",206.033463,104,528.732971,3094.249756,288.033478,91.033463,197,241.516769,155.033463,241.516769,155.033463,812.43219,146.449692,9.483232,76,427.349091,29.483232,427.349091,29.483232,20.6033463,NA
"Portulaca intraterranea",135.413757,-25.06356,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","NULL",1995,"PreservedSpecimen","DNA","NT","DNA:NT:NT A0090802","Portulaca",239,115,383,6581.275879,376,77,300,318,202,322,139,178.09816,28.908047,5,44.018524,79.983765,18.908047,65.243393,28,23.9,NA
"Portulaca filifolia",135.534584,-25.115227,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","900",1992,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA D0070425","Portulaca",240,115,383,6591.287598,377,77.459816,300,319,202.896561,323,140,171.757858,28,4.689466,45.310535,78,17.378933,63.689465,27,24,NA
"Portulaca L.",-70.45,-25.02,"CHL","NA","1228285296","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1997,"PRESERVED_SPECIMEN","F","Botany","NA","Portulaca",207.462433,101.516716,567.939697,2297.48877,288.406036,109.006012,178.633423,186.083359,236.522736,236.522736,171.462433,7.516719,2,0,128.449844,5.516719,0,0,4,20.7462433,NA
"Portulaca filifolia",129.393333,-25.013889,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","5",2011,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA D0204369","Portulaca",221.368607,115,397,6344.87793,351.368591,60.609314,290.759277,296.368591,141.368607,298.759277,123.609314,320.753876,55.331463,9.240716,50.149967,147.753677,31.331463,113.620461,44.550095,22.1368607,NA
"Portulaca filifolia",129.393333,-25.013889,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia","1000",2011,"PreservedSpecimen","MEL","MEL","85bcd894-31e5-11e2-84c3-005056b0018f","Portulaca",221.368607,115,397,6344.87793,351.368591,60.609314,290.759277,296.368591,141.368607,298.759277,123.609314,320.753876,55.331463,9.240716,50.149967,147.753677,31.331463,113.620461,44.550095,22.1368607,NA
"Portulaca kermesina",20.125,-24.875,"ZAF","NA","462186215","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1988,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",216.249756,128,445,5374.467285,344,56.249752,287.483246,273,149.249756,279.249756,131,221.517822,48.750248,1,95.249687,143.500488,3,109,4,21.6249756,NA
"Portulaca kermesina",20.125,-25.125,"ZAF","NA","462186214","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1988,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",214,129.732986,446,5442.000977,343,53,290.483307,272,146,278,128,233,51,1,96,151,3,116,4,21.4,NA
"Portulaca filifolia",128.286389,-24.969167,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","10",2016,"PreservedSpecimen","DNA","NT","DNA:NT:NT D0272997","Portulaca",227.574341,114,395.808563,6311.40332,356.457825,67.574348,288.883484,301.457825,182.150604,304.457825,130.457825,243.371704,44.525833,9,51.282719,115.860222,27.717281,84.334381,34.642353,22.7574341,NA
"Portulaca L.",-65.240278,-24.895556,"ARG","NA","2248043800","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1998,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",160.849121,92,436.31665,3872.815186,246.849121,36.498329,211,205.498322,98.814964,205.498322,98.814964,971.416199,246.850067,4.649209,102.350792,663.600159,15.947626,663.600159,15.947626,16.0849121,NA
"Portulaca L.",-65.428889,-24.976111,"ARG","NA","2248043539","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",2001,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",177,94,447.949951,3768.916992,261.050049,52,210,219.050049,116,219.050049,116,627.583862,165.611343,2,105.980812,445.619965,8,445.619965,8,17.7,NA
"Portulaca bicolor",146.665202,-24.891876,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",2014,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0890578","Portulaca",209.832336,102,410,5050.061523,322,74,248,270.335022,179.335022,270.335022,131,513.994934,84.173401,16.83234,49.849487,234.855225,53.156258,234.855225,67.491577,20.9832336,NA
"Portulaca hereroensis",26.125,-24.875,"ZAF","NA","462186094","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",1985,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",196.733063,122,479.750244,4555.25,299.000061,44.733055,254.75032,243.000061,142.000061,244.000061,120.000069,455.883209,86.366707,2,81.483231,255.100113,6,237.666489,9,19.6733063,NA
"Portulaca quadrifida",27.625,-24.875,"ZAF","NA","462186469","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1981,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",181.615402,125,502.033478,4257.996582,280.615417,32.132172,248.732986,226.365723,115.127258,226.365723,109.882416,562.454041,107.133858,3,81,313.63504,11.267012,277.868805,11.516767,18.1615402,NA
"Portulaca kermesina",28.375,-24.875,"ZAF","NA","462186185","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1978,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",189.249756,123,502.766449,4105.916016,288.000061,42.249756,245,232.000076,119.483299,233.000076,119.483299,629.216553,115.549889,3,82,343.116882,11.249685,297.283569,11.249685,18.9249756,NA
"Portulaca quadrifida",29.375,-24.875,"ZAF","NA","462186460","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1979,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",206.483231,119,508,3817.199951,300.750244,65.750244,235,239.999924,140.750244,246.750244,140.750244,502.834656,90.06707,3,79.516701,267.967651,10.249755,219.617157,10.249755,20.6483231,NA
"Portulaca quadrifida",29.875,-24.875,"ZAF","NA","462186505","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1997,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",165.766388,117,519,3546.165283,257.249603,31.999931,225,203.766388,105.76638,204.766388,105.76638,677.755554,123.568047,4,79.732986,363.170258,13.516768,324.703735,13.516768,16.5766388,NA
"Portulaca hereroensis",31.875,-24.875,"ZAF","NA","2005451135","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",2010,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",219.516693,98.483231,523,2997.982666,298.516693,110,188.24968,254,170.267014,254,170.267014,557.981445,101.099823,8,74.732986,301.798981,25,301.798981,25,21.9516693,NA
"Portulaca quadrifida",31.875,-24.875,"ZAF","NA","2005508551","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",2010,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",219.516693,98.483231,523,2997.982666,298.516693,110,188.24968,254,170.267014,254,170.267014,557.981445,101.099823,8,74.732986,301.798981,25,301.798981,25,21.9516693,NA
"Portulaca quadrifida",31.625,-24.875,"ZAF","NA","462186402","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1953,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",216.75032,101,526,3046.533936,296.750305,104,193,251.267014,166,251.267014,166,682.546326,121.465973,9.233547,74.766457,356.89743,28.467094,356.89743,28.467094,21.675032,NA
"Portulaca kermesina",31.625,-24.875,"ZAF","NA","462186161","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1949,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",216.75032,101,526,3046.533936,296.750305,104,193,251.267014,166,251.267014,166,682.546326,121.465973,9.233547,74.766457,356.89743,28.467094,356.89743,28.467094,21.675032,NA
"Portulaca wightiana",32.375,-24.875,"MOZ","NA","462186031","Portulacaceae","Portulaca","SPECIES","Portulaca collina Dinter","NULL",2003,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",229.467087,90,511,2887.233398,304.233551,127.983864,176,263.467102,192.467087,263.467102,182.467087,716.896423,125.882919,15.033466,65.483231,376.881195,45.833385,376.881195,48.532906,22.9467087,NA
"Portulaca intraterranea",134.951263,-24.848564,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","900",1954,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA A0019986","Portulaca",233.668365,115,386,6522.379395,369.896851,71.668373,298,311.668365,197.668365,315.896851,134,194.569061,31.642662,6,44.771519,87.388474,21,71.309441,30.103148,23.3668365,NA
